,name,address,bedroom,bathroom,area,price/m2,price,description,link
9619,Bandung City View,"Jl. Kavling, Karang Pamulang, Mandalajati, Bandung, Jawa Barat",3,2,150 m²,Rp 5.066.079 per m²,"Rp 1,15 M",,https://www.rumah.com/listing-properti/dijual-bandung-city-view-oleh-nanik-rahayu-17246951
9620,"Rumah Kost Sayap Pajajaran, Cicendo, Bandung","Bima, Pajajaran, Bandung, Jawa Barat",10,0,550 m²,Rp 23.880.597 per m²,Rp 8 M,,https://www.rumah.com/listing-properti/dijual-rumah-kost-sayap-pajajaran-cicendo-bandung-oleh-sylvia-17258445
9621,"Rumah Kost Sayap Pajajaran, Cicendo, Bandung","Bima, Cicendo, Bandung, Jawa Barat",10,10,550 m²,Rp 23.880.597 per m²,Rp 8 M,,https://www.rumah.com/listing-properti/dijual-rumah-kost-sayap-pajajaran-cicendo-bandung-oleh-hendrijanty-wibowo-17258319
9622,"Rumah Pada Lestari Setiabudi, Bandung","Pada Lestari, Setiabudi, Bandung, Jawa Barat",4,3,115 m²,Rp 16.250.000 per m²,"Rp 1,625 M",,https://www.rumah.com/listing-properti/dijual-rumah-pada-lestari-setiabudi-bandung-oleh-hendrijanty-wibowo-17258257
9623,"Rumah Budi Luhur, Gegerkalong, Bandung","Geger Kalong, Bandung, Jawa Barat",8,8,400 m²,Rp 13.257.576 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-budi-luhur-gegerkalong-bandung-oleh-hendrijanty-wibowo-17258155
9624,Rumah,"Jalan Terusan Buah Batu, Buahbatu, Bandung, Jawa Barat",3,3,100 m²,Rp 9.027.778 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-solehudin-13859642
9625,dijual kos kosan,"Jalan Pendidikan, Bandung Timur, Bandung, Jawa Barat",10,10,200 m²,Rp 7.352.941 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-kos-kosan-oleh-solehudin-15847012
9626,Rumah mewah terbaik,"Setra Duta Raya, Setra Duta, Bandung, Jawa Barat",10,3,1600 m²,Rp 28.125.000 per m²,Rp 36 M,,https://www.rumah.com/listing-properti/dijual-rumah-mewah-terbaik-oleh-solehudin-16136967
9627,Dijual rumah mewah,"Jalan Budi Indah, Setiabudi, Bandung, Jawa Barat",5,3,424 m²,Rp 10.416.667 per m²,"Rp 3,75 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-oleh-solehudin-16074825
9628,Dijual Rumah Murah,"Batununggal, Batununggal, Bandung, Jawa Barat",2,2,80 m²,Rp 7.142.857 per m²,Rp 300 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-oleh-solehudin-16583283
9629,Dijual Kosan Aktif Income 117jt,"Jalan Kalipah Apo, Bandung Tengah, Bandung, Jawa Barat",10,6,100 m²,Rp 11.100.000 per m²,Rp 999 jt,,https://www.rumah.com/listing-properti/dijual-dijual-kosan-aktif-income-117jt-oleh-solehudin-16598933
9630,Dijual rumah,"cijambe, Ujung Berung, Bandung, Jawa Barat",4,2,150 m²,Rp 6.250.000 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-oleh-solehudin-16012210
9631,Rumah,"komp.gba, Buahbatu, Bandung, Jawa Barat",2,1,45 m²,Rp 6.083.333 per m²,Rp 365 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-solehudin-15386417
9632,Ujung Berung,"Ujung Berung, Ujung Berung, Bandung, Jawa Barat",3,2,60 m²,Rp 7.535.714 per m²,Rp 844 jt,,https://www.rumah.com/listing-properti/dijual-ujung-berung-oleh-emil-17257975
9633,Kurdi barat. Rumah dijual komplek kurdi bandung,"Kurdi barat, Regol, Bandung, Jawa Barat",4,3,330 m²,Rp 17.387.755 per m²,"Rp 4,26 M",,https://www.rumah.com/listing-properti/dijual-kurdi-barat-rumah-dijual-komplek-kurdi-bandung-oleh-jimmy-sundjaja-17046849
9634,Baleendah Permai. Rumah Dijual Bale Endah Bandung Selatan,"Baleendah, Baleendah, Bandung, Jawa Barat",5,3,404 m²,Rp 5.705.394 per m²,"Rp 2,75 M",,https://www.rumah.com/listing-properti/dijual-baleendah-permai-rumah-dijual-bale-endah-bandung-selatan-oleh-jimmy-sundjaja-16598296
9635,Gba barat. Rumah dijual komplek griya bandung asri . Bandung selatan. Ciganitri,"Gba Barat, Bandung Selatan, Bandung, Jawa Barat",2,2,110 m²,Rp 6.071.429 per m²,Rp 850 jt,,https://www.rumah.com/listing-properti/dijual-gba-barat-rumah-dijual-komplek-griya-bandung-asri-bandung-selatan-ciganitri-oleh-jimmy-sundjaja-16273378
9636,Bumi adipura. Rumah dijual sayap gedebage bandung,"Jalan Adi Flora Raya, Gedebage, Bandung, Jawa Barat",2,1,70 m²,Rp 8.333.333 per m²,Rp 750 jt,,https://www.rumah.com/listing-properti/dijual-bumi-adipura-rumah-dijual-sayap-gedebage-bandung-oleh-jimmy-sundjaja-15859712
9637,Rumah yang nyaman dan asri di sayap Pasteur Bandung,"Jalan Cipedes Tengah Bandung, Sukajadi, Bandung, Jawa Barat",6,3,400 m²,Rp 6.129.032 per m²,"Rp 3,8 M",,https://www.rumah.com/listing-properti/dijual-rumah-yang-nyaman-dan-asri-di-sayap-pasteur-bandung-oleh-soetrisno-priadi-17257668
9638,Margahayu Raya,". JL Ciwastra, Margasari, Buah Batu, Ancol, Bandung, Jawa Barat",4,2,150 m²,Rp 4.375.000 per m²,Rp 875 jt,,https://www.rumah.com/listing-properti/dijual-margahayu-raya-oleh-jufri-adi-17257608
9639,"rumah murah modern komplek buana sari, kota bandung","komplek Buana Sari, Logam, kota Bandung, Bandung Kidul, Bandung, Jawa Barat",3,2,200 m²,Rp 6.000.000 per m²,Rp 750 jt,,https://www.rumah.com/listing-properti/dijual-rumah-murah-modern-komplek-buana-sari-kota-bandung-oleh-jufri-adi-17257278
9640,"Rumah Gress Sangat Mewah, Lokasi di Kawasan Udara Sejuk Komplek Citra Green, Dago, Siap Huni","Citra Green Dago Bandung, Dago, Bandung, Jawa Barat",4,5,340 m²,Rp 16.975.309 per m²,"Rp 5,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-gress-sangat-mewah-lokasi-di-kawasan-udara-sejuk-komplek-citra-green-dago-siap-huni-oleh-devy-dewanto-s-16844920
9641,"Rumah Baru Siap Huni Di jl H. Bardan, Logam, Kota Bandung","Jl H. Bardan, Logam, Kota Bandung, Bandung Kidul, Bandung, Jawa Barat",3,2,90 m²,Rp 11.666.667 per m²,Rp 875 jt,,https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-di-jl-h-bardan-logam-kota-bandung-oleh-jufri-adi-17257265
9642,rumah komplek jaka purwa,"komplek jaka purwa, kota bandung, Bandung Kidul, Bandung, Jawa Barat",6,5,320 m²,Rp 6.400.000 per m²,"Rp 1,6 M",,https://www.rumah.com/listing-properti/dijual-rumah-komplek-jaka-purwa-oleh-jufri-adi-17257256
9643,rumah asri komplek jakapurwa,"komplek jakapurwa, kota bandung, Bandung Kidul, Bandung, Jawa Barat",7,4,300 m²,Rp 5.000.000 per m²,"Rp 1,8 M",,https://www.rumah.com/listing-properti/dijual-rumah-asri-komplek-jakapurwa-oleh-jufri-adi-17257242
9644,Rumah Murah Hitung Tanah di Sukaluyu Cikutra,"Sukaluyu-Cikutra, Cikutra, Bandung, Jawa Barat",3,2,180 m²,Rp 10.613.208 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-murah-hitung-tanah-di-sukaluyu-cikutra-oleh-dewi-kuntarini-17257209
9645,"075. RUMAH MEGAH DI MEKARWANGI, MOH TOHA BANDUNG","Mekar wangi, Mekar Wangi, Bandung, Jawa Barat",4,3,325 m²,Rp 12.931.034 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-075-rumah-megah-di-mekarwangi-moh-toha-bandung-oleh-ragil-16807898
9646,133. RUMAH MEGAH ADA KOLAM RENANG DI UJUNG BERUNG,"Babakan Batawi, Ujung Berung, Bandung, Jawa Barat",4,3,500 m²,Rp 5.952.381 per m²,Rp 4 M,,https://www.rumah.com/listing-properti/dijual-133-rumah-megah-ada-kolam-renang-di-ujung-berung-oleh-ragil-16503941
9647,009. RUMAH LUX DI TAMAN KOPO INDAH - BANDUNG SELATAN,"Taman Kopo Indah, Taman Kopo Indah, Bandung, Jawa Barat",3,3,320 m²,Rp 9.825.328 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-009-rumah-lux-di-taman-kopo-indah-bandung-selatan-oleh-ragil-15817423
9648,089. RUMAH MEWAH DAN MEGAH DI KURDI REGENCY,"Kurdi regency, Astanaanyar, Bandung, Jawa Barat",5,6,700 m²,Rp 13.293.651 per m²,"Rp 6,7 M",,https://www.rumah.com/listing-properti/dijual-089-rumah-mewah-dan-megah-di-kurdi-regency-oleh-ragil-14494166
9649,Rumah Villa di Pajagalan Banjaran,"Pajagalan Banjaran, Banjaran, Bandung, Jawa Barat",6,6,100 m²,Rp 2.909.091 per m²,"Rp 3,2 M",,https://www.rumah.com/listing-properti/dijual-rumah-villa-di-pajagalan-banjaran-oleh-rudi-sidauruk-17257182
9650,Permata Bumi Arcamanik Estate,"Jl Permata Bumi Raya , Cisantren Kulon, Arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,114 m²,Rp 14.285.714 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-permata-bumi-arcamanik-estate-oleh-b-davip-prasetio-17257181
9651,Rumah Dijual di Banjaran,"Jalan Kiartasan, Banjaran, Bandung, Jawa Barat",6,3,1200 m²,Rp 3.916.667 per m²,"Rp 4,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-banjaran-oleh-rudi-sidauruk-17257155
9652,Pinus Regency,"Jl Soekarno Hatta, Cisaranten Kidul, Gedebage, Gedebage, Bandung, Jawa Barat",2,1,50 m²,Rp 8.333.333 per m²,Rp 625 jt,,https://www.rumah.com/listing-properti/dijual-pinus-regency-oleh-b-davip-prasetio-17257160
9653,Galeri Buah Batu,"Buahbatu, Bandung, Jawa Barat",2,1,38 m²,Rp 3.720.000 per m²,Rp 279 jt,,https://www.rumah.com/listing-properti/dijual-galeri-buah-batu-oleh-wildan-16895522
9654,Hanya 5 Unit Saja Rumah Mewah Modern Minimalis Jl. Konstitusi Komp. Unpad l Cigadung Bandung,"Jalan Konstitusi-Komp.Unpad l Cigadung Bandung, Cigadung, Bandung, Jawa Barat",3,3,110 m²,Rp 16.500.000 per m²,"Rp 2,475 M",,https://www.rumah.com/listing-properti/dijual-hanya-5-unit-saja-rumah-mewah-modern-minimalis-jl-konstitusi-komp-unpad-l-cigadung-bandung-oleh-gin-ginanjar-16888334
9655,Dijual Cepat Rumah Luas Asri di Sayap Dipati ukur-Dago-UNPAD Bandung,"Bagus Rangin-Dipati Ukur Bandung, Dago, Bandung, Jawa Barat",10,5,632 m²,Rp 27.593.819 per m²,Rp 25 M,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-luas-asri-di-sayap-dipati-ukur-dago-unpad-bandung-oleh-gin-ginanjar-16770978
9656,Dijual Rumah Ketapang Kencana Pasko Bandung,"Ketapang, Katapang, Bandung, Jawa Barat",3,2,180 m²,Rp 12.500.000 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-ketapang-kencana-pasko-bandung-oleh-yudith-17256974
9657,"Rumah Sayap Riau, Cihapit, Bandung","Bengawan, Riau Re Martadinata, Bandung, Jawa Barat",10,9,600 m²,Rp 30.037.547 per m²,Rp 24 M,,https://www.rumah.com/listing-properti/dijual-rumah-sayap-riau-cihapit-bandung-oleh-hendrijanty-wibowo-17256811
9658,"Rumah Luas Sayap Riau, Bandung","Bengawan, Riau Re Martadinata, Bandung, Jawa Barat",5,4,500 m²,Rp 35.433.071 per m²,"Rp 22,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-luas-sayap-riau-bandung-oleh-hendrijanty-wibowo-17256759
9659,Dijual rumah gegerkalong permai private terawat minimalis siap huni,"geger kalong,bandung utara,setiabudi,pondok hijau,, Geger Kalong, Bandung, Jawa Barat",4,3,300 m²,Rp 11.470.588 per m²,"Rp 3,9 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-gegerkalong-permai-private-terawat-minimalis-siap-huni-oleh-tommy-tri-santoso-13438562
9660,Dijual rumah setra permai siap huni minimalis,"setra murni, Setra Murni, Bandung, Jawa Barat",3,3,300 m²,Rp 14.000.000 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-setra-permai-siap-huni-minimalis-oleh-tommy-tri-santoso-16557270
9661,"Dijual rumah buah batu area siap huni rumah baru minimalis dekat pusat kota, kantor, sekolah, dll","buah batu,merah delima,gitar, Buahbatu, Bandung, Jawa Barat",4,3,130 m²,Rp 21.666.667 per m²,"Rp 1,95 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-buah-batu-area-siap-huni-rumah-baru-minimalis-dekat-pusat-kota-kantor-sekolah-dll-oleh-tommy-tri-santoso-16970481
9662,RUMAH,"Batununggal, Batununggal, Bandung, Jawa Barat",4,3,200 m²,Rp 20.886.076 per m²,"Rp 3,3 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-susan-17256659
9663,"Dijual Rumah Secondary 2 Lantai di Komplek Padasuka Indah, Harga dibawah standar","padasuka, Bandung Kulon, Bandung, Jawa Barat",4,2,100 m²,Rp 5.978.261 per m²,Rp 550 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-secondary-2-lantai-di-komplek-padasuka-indah-harga-dibawah-standar-oleh-tri-kurniawan-17256382
9664,The Billabong Soeta,"Gedebage, Bandung, Jawa Barat",3,2,83 m²,Rp 13.009.739 per m²,"Rp 1,18388625 M",,https://www.rumah.com/listing-properti/dijual-the-billabong-soeta-oleh-idrus-salam-16818238
9665,"Rumah Pada Lestari Setiabudi, Bandung Utara","Pada lestari, Setiabudi, Bandung, Jawa Barat",4,3,160 m²,Rp 15.833.333 per m²,"Rp 1,9 M",,https://www.rumah.com/listing-properti/dijual-rumah-pada-lestari-setiabudi-bandung-utara-oleh-sylvia-17256344
9666,Dijual Rumah Hitung Tanah Saja di Setramurni Bandung Utara,"Setramurni, Setra Murni, Bandung, Jawa Barat",5,3,200 m²,Rp 10.250.000 per m²,"Rp 4,1 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hitung-tanah-saja-di-setramurni-bandung-utara-oleh-dewi-kuntarini-17256308
9667,"Dijual rumah di batununggal indah, soekarno hatta","Dayeuhkolot, Bandung, Jawa Barat",4,3,106 m²,Rp 13.839.286 per m²,"Rp 2,325 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-batununggal-indah-soekarno-hatta-oleh-liana-dewi-16843045
9668,Dijual rumah lokasi terbaik,"antapani, Antapani, Bandung, Jawa Barat",2,1,40 m²,Rp 6.916.667 per m²,Rp 415 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-terbaik-oleh-solehudin-16123417
9669,"DIJUAL RUMAH DAGO DEKAT CITRA GREEN DAGO, Harga 2, 975M","jalan citra green, Coblong, Bandung, Jawa Barat",5,3,154 m²,Rp 15.657.895 per m²,"Rp 2,975 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dago-dekat-citra-green-dago-harga-2-975m-oleh-ricky-16782132
9670,"DIJUAL RUMAH DI DAERAH PASIR SALAM BKR, Harga 2, 5M","jl. pasir salam, Regol, Bandung, Jawa Barat",8,5,200 m²,Rp 12.500.000 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-daerah-pasir-salam-bkr-harga-2-5m-oleh-ricky-16728148
9671,"DIJUAL RUMAH DI KOMPLEK BATUNUNGGAL, Harga 2, 9M","Jalan Batununggal, Batununggal, Bandung, Jawa Barat",7,4,180 m²,Rp 11.600.000 per m²,"Rp 2,9 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-komplek-batununggal-harga-2-9m-oleh-ricky-16721451
9672,"DIJUAL RUMAH SAYAP BUAH BATU hHarga 5, 25M","Jalan Buah Batu, Buahbatu, Bandung, Jawa Barat",9,8,400 m²,Rp 20.038.168 per m²,"Rp 5,25 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-sayap-buah-batu-hharga-5-25m-oleh-ricky-16588431
9673,"DIJUAL RUMAH DI PSM KIARACONDONG harga 3, 4M","jalan PSM, Kiaracondong, Bandung, Jawa Barat",9,4,281 m²,Rp 14.285.714 per m²,"Rp 3,4 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-psm-kiaracondong-harga-3-4m-oleh-ricky-16510493
9674,DIJUAL RUMAH MINIMALIS DE MARRAKESH Harga 600JT,"Taman Bermain Blok A, Komp. De Marrakesh, Margahayu, Bandung, Jawa Barat",2,1,70 m²,Rp 5.714.286 per m²,Rp 600 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-de-marrakesh-harga-600jt-oleh-ricky-15864263
9675,"DIJUAL RUMAH DEKAT BANDARA HUSAIN Harga 4, 8M","JL ABDULRAHMANSALEH, Pajajaran, Bandung, Jawa Barat",2,2,210 m²,Rp 32.000.000 per m²,"Rp 4,8 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dekat-bandara-husain-harga-4-8m-oleh-ricky-14490536
9676,Jual Rumah TKI 3 Terawat dan Jarang Ada,"TKI 3, Kopo, Bandung, Jawa Barat",3,2,120 m²,Rp 10.130.719 per m²,"Rp 1,55 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-tki-3-terawat-dan-jarang-ada-oleh-bram-16881000
9677,Jual rumah minimalis Batununggal,"Batununggal, Batununggal, Bandung, Jawa Barat",3,3,160 m²,Rp 19.387.755 per m²,"Rp 2,85 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-minimalis-batununggal-oleh-bram-16802018
9678,"Rumah Pada Lestari Setiabudi, Bandung","Pada Lestari, Setiabudi, Bandung, Jawa Barat",4,3,115 m²,Rp 16.250.000 per m²,"Rp 1,625 M",,https://www.rumah.com/listing-properti/dijual-rumah-pada-lestari-setiabudi-bandung-oleh-sylvia-17256045
9679,"6 Bedrooms House Riau Re Martadinata, Bandung, Jawa Barat","Riau Re Martadinata, Bandung, Jawa Barat",6,4,450 m²,Rp 30.158.730 per m²,Rp 19 M,,https://www.rumah.com/listing-properti/dijual-6-bedrooms-house-riau-re-martadinata-bandung-jawa-barat-oleh-rafael-erwinoto-15801721
9680,Dijual Rumah di Bumi Panyawangan Cileunyi,"Cileunyi, Bandung, Jawa Barat",2,2,54 m²,Rp 7.500.000 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bumi-panyawangan-cileunyi-oleh-maria-susanti-17255716
9681,rumah,"pasir impun, Bandung Timur, Bandung, Jawa Barat",4,1,100 m²,Rp 3.920.000 per m²,Rp 490 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-asep-saepudin-16066361
9682,rumah,"pajajaran, Pajajaran, Bandung, Jawa Barat",7,7,300 m²,Rp 14.218.009 per m²,Rp 6 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-asep-saepudin-16924833
9683,rumah,"dago, Dago, Bandung, Jawa Barat",4,2,338 m²,Rp 25.380.711 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-asep-saepudin-16909664
9684,Rumah,"Jalan Kiara Sari Permai, Buahbatu, Bandung, Jawa Barat",4,2,110 m²,Rp 14.462.810 per m²,"Rp 1,75 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-solehudin-14954927
9685,"Rumah SIAP HUNI komplek Margahayu, Soetta Dekat RS AL ISLAM, Soekarno Hatta, Bandung","Margahayu, soekarno hatta, Margahayu, Bandung, Jawa Barat",4,2,120 m²,Rp 5.694.444 per m²,Rp 820 jt,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-komplek-margahayu-soetta-dekat-rs-al-islam-soekarno-hatta-bandung-oleh-ari-prima-17255598
9686,Rumah Murah 130jt Saja Margahyu Raya,"Margahyu, soekarno hatta bandung timur, Margahayu, Bandung, Jawa Barat",5,3,126 m²,Rp 902.778 per m²,Rp 130 jt,,https://www.rumah.com/listing-properti/dijual-rumah-murah-130jt-saja-margahyu-raya-oleh-ari-prima-17255569
9687,Rumah,"komp.gbi, Ciwastra, Bandung, Jawa Barat",2,1,45 m²,Rp 4.416.667 per m²,Rp 265 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-solehudin-15026690
9688,Cijawura. Rumah Dijual Sayap Soekarno Hatta. Bandung,"Cijawura, Soekarno Hatta, Bandung, Jawa Barat",7,5,600 m²,Rp 13.779.528 per m²,Rp 7 M,,https://www.rumah.com/listing-properti/dijual-cijawura-rumah-dijual-sayap-soekarno-hatta-bandung-oleh-jimmy-sundjaja-16526232
9689,Bumi adipura. Rumah dijual gedebage. Bandung timur,"Gedebage, Gedebage, Bandung, Jawa Barat",2,3,90 m²,Rp 8.695.652 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-bumi-adipura-rumah-dijual-gedebage-bandung-timur-oleh-jimmy-sundjaja-15763477
9690,Tki 3. Rumah dijual komplek taman kopo indah. bandung,"Jalan Taman Kopo Indah I, Taman Kopo Indah, Bandung, Jawa Barat",5,2,165 m²,Rp 8.636.364 per m²,"Rp 1,9 M",,https://www.rumah.com/listing-properti/dijual-tki-3-rumah-dijual-komplek-taman-kopo-indah-bandung-oleh-jimmy-sundjaja-15625280
9691,Ancol timur. Rumah dijual . Bandung,"Ancol Timur, Ancol, Bandung, Jawa Barat",2,2,120 m²,Rp 9.375.000 per m²,Rp 750 jt,,https://www.rumah.com/listing-properti/dijual-ancol-timur-rumah-dijual-bandung-oleh-jimmy-sundjaja-13376456
9692,Taman kopo indah 2. Rumah dijual. Inden. Bandung.,"Jalan Taman Kopo Indah, Kopo, Bandung, Jawa Barat",3,3,120 m²,Rp 13.235.294 per m²,"Rp 1,35 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-2-rumah-dijual-inden-bandung-oleh-jimmy-sundjaja-12902303
9693,Dijual Rumah Banting Harga Asal Bulan ini Saja Rumah Siap Huni Di Kawaluyaan Soetta Bandung,"Kawaluyaan Sukarno Hatta, Soekarno Hatta, Bandung, Jawa Barat",3,2,90 m²,Rp 8.101.852 per m²,Rp 875 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-banting-harga-asal-bulan-ini-saja-rumah-siap-huni-di-kawaluyaan-soetta-bandung-oleh-cepy-irawan-17016941
9694,Rumah Di Area Antapani Harga Murah Jalan Satu Mobil,"Kadipaten, Antapani, Bandung, Jawa Barat",2,1,50 m²,Rp 6.916.667 per m²,Rp 415 jt,,https://www.rumah.com/listing-properti/dijual-rumah-di-area-antapani-harga-murah-jalan-satu-mobil-oleh-cepy-irawan-17041301
9695,Dijual Perumahan Pilar Biru Dp 10% All in Free (BPHTB dan Biaya Notaris),"Pilar Biru, Cibiru, Bandung, Jawa Barat",2,1,35 m²,Rp 5.615.385 per m²,Rp 365 jt,,https://www.rumah.com/listing-properti/dijual-dijual-perumahan-pilar-biru-dp-10-all-in-free-bphtb-dan-biaya-notaris-oleh-cepy-irawan-17149381
9696,Rumah Di Komp Bumi Parahyangan Kencana Soreang Bandung 081298029971 Call Dan WA,"Soreang, Soreang, Bandung, Jawa Barat",3,1,90 m²,Rp 3.899.083 per m²,Rp 425 jt,,https://www.rumah.com/listing-properti/dijual-rumah-di-komp-bumi-parahyangan-kencana-soreang-bandung-081298029971-call-dan-wa-oleh-cepy-irawan-17207440
9697,"Rumah siap huni di Pasir Salam, Buahbatu","jalan Pasir Salam Vlll, Regol, Bandung, Jawa Barat",6,4,300 m²,Rp 9.844.560 per m²,"Rp 3,8 M",,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-pasir-salam-buahbatu-oleh-endi-ruzhandy-15856319
9698,Rumah antapani arcamanik dlm townhouse harga istimewa,"Antapani, Bandung, Jawa Barat",3,3,135 m²,Rp 10.869.565 per m²,"Rp 1,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-antapani-arcamanik-dlm-townhouse-harga-istimewa-oleh-yogi-prasetia-17248339
9699,Turun Harga ! !! Rumah Sayap Dago,"Sawunggaling, Dago, Bandung, Jawa Barat",3,2,240 m²,Rp 29.166.667 per m²,Rp 14 M,,https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-sayap-dago-oleh-m-taofik-ramadani-15236804
9700,rumah pusat kota,"candrawulan, Turangga, Bandung, Jawa Barat",4,2,300 m²,Rp 8.860.759 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-pusat-kota-oleh-m-taofik-ramadani-16148733
9701,"Dijual Rumah dekat Pusat Kota Cibogo, Sukajadi, Bandung","sukajadi, Sukajadi, Bandung, Jawa Barat",4,3,275 m²,Rp 10.416.667 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dekat-pusat-kota-cibogo-sukajadi-bandung-oleh-lusiana-ing-16546227
9702,"Rumah Murah Minimalis Pusat Kota Bandung, Gg. H. Rais, Sayap Pungkur, Bandung Tengah","pasundan, pungkur, bandung, Bandung Tengah, Bandung, Jawa Barat",4,1,60 m²,Rp 9.565.217 per m²,Rp 880 jt,,https://www.rumah.com/listing-properti/dijual-rumah-murah-minimalis-pusat-kota-bandung-gg-h-rais-sayap-pungkur-bandung-tengah-oleh-lusiana-ing-16546310
9703,Pratista Taman Sakura,"Jl. Terusan Pasirkoja, Bandung, Astanaanyar, Bandung, Jawa Barat",3,1,150 m²,Rp 18.333.333 per m²,"Rp 2,75 M",,https://www.rumah.com/listing-properti/dijual-pratista-taman-sakura-oleh-yudith-16903788
9704,Dijual Rumah Lengkong Dalam Cocok untuk usaha Kost,"Lengkong, Lengkong, Bandung, Jawa Barat",9,2,602 m²,Rp 18.272.425 per m²,"Rp 5,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lengkong-dalam-cocok-untuk-usaha-kost-oleh-yudith-16540714
9705,Mekar Wangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",3,2,225 m²,Rp 14.285.714 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-yudith-16514783
9706,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",5,2,450 m²,Rp 15.200.000 per m²,"Rp 5,7 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-yudith-16461661
9707,Perumahan Taman Holis Indah,"Jl. Gerhana, Margasuka, Bandung, Taman Hollis Indah, Bandung, Jawa Barat",5,2,140 m²,Rp 10.833.333 per m²,Rp 975 jt,,https://www.rumah.com/listing-properti/dijual-perumahan-taman-holis-indah-oleh-yudith-16461345
9708,Rumah,"Mekar wangi, Mekar Wangi, Bandung, Jawa Barat",4,2,100 m²,Rp 13.103.448 per m²,"Rp 1,9 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-yudith-16334799
9709,Rumah,"Kembar, Regol, Bandung, Jawa Barat",3,3,140 m²,Rp 16.411.765 per m²,"Rp 1,395 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-yudith-16323276
9710,Rumah,"jalan kembar, Regol, Bandung, Jawa Barat",3,3,60 m²,Rp 12.222.222 per m²,"Rp 1,1 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-yudith-16323237
