,name,address,bedroom,bathroom,area,price/m2,price,description,link
9711,Rumah,"Lembah Pakar Dago, Cimenyan, Bandung, Jawa Barat",4,2,250 m²,Rp 5.847.953 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-yudith-16224847
9712,Rumah,"Gegerkalong, Coblong, Bandung, Jawa Barat",6,3,420 m²,Rp 18.333.334 per m²,"Rp 5,500000256 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-yudith-16224555
9713,"Jl. Soekarno Hatta Jl. Sumber Sari, Babakan, Babakan Ciparay, Kota Bandung, Jawa Barat 40222, Indone","Jalan Soekarno Hatta, Soekarno Hatta, Bandung, Jawa Barat",4,3,250 m²,Rp 14.444.444 per m²,"Rp 2,6 M",,https://www.rumah.com/listing-properti/dijual-jl-soekarno-hatta-jl-sumber-sari-babakan-babakan-ciparay-kota-bandung-jawa-barat-40222-indone-oleh-yudith-15084212
9714,Dijual Rumah Mulyasari,"Mulyasari II, Sukajadi, Bandung, Jawa Barat",3,2,181 m²,Rp 12.446.352 per m²,"Rp 2,9 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mulyasari-oleh-hendy-16151980
9715,Taman Kopo Katapang,"Jl Terusan Kopo KM 12,8, Soreang, Bandung, Soreang, Bandung, Jawa Barat",3,2,102 m²,Rp 11.363.636 per m²,Rp 1 M,,https://www.rumah.com/listing-properti/dijual-taman-kopo-katapang-oleh-hendy-16623104
9716,Jual Rumah Siap Huni Seroja Residence,"Jl. Raya Soreang Kopo no. 428, Soreang, Bandung, Jawa Barat",2,1,40 m²,Rp 9.523.810 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-siap-huni-seroja-residence-oleh-hendy-16623126
9717,Dijual Rumah Jl. Rajawali Sakti I,"Rajawali Sakti I, Andir, Bandung, Jawa Barat",6,3,288 m²,Rp 13.043.478 per m²,"Rp 2,1 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-jl-rajawali-sakti-i-oleh-regina-17254570
9718,JINGGA RESIDENCE CIWASTRA,"Jalan Ciwastra, Ciwastra, Bandung, Jawa Barat",4,3,120 m²,Rp 11.437.500 per m²,"Rp 1,464 M",,https://www.rumah.com/listing-properti/dijual-jingga-residence-ciwastra-oleh-novita-herlina-17012099
9719,"CIPAGANTI, BANDUNG UTARA","Cipaganti, Dr. Curie Cipaganti, Bandung, Jawa Barat",3,3,400 m²,Rp 26.373.626 per m²,Rp 12 M,,https://www.rumah.com/listing-properti/dijual-cipaganti-bandung-utara-oleh-gerry-16958723
9720,Jual Cepat Rumah Jl. Suryani,"Suryani, Bandung Kulon, Bandung, Jawa Barat",7,3,500 m²,Rp 9.326.425 per m²,"Rp 3,6 M",,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-jl-suryani-oleh-andri-16848636
9721,Dijual Rumah Jl. Pagarsih,"Pagarsih, Bojongloa Kaler, Bandung, Jawa Barat",3,2,150 m²,Rp 7.185.629 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-jl-pagarsih-oleh-andri-16900777
9722,Taman Kopo Indah 5,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",2,1,70 m²,Rp 9.915.966 per m²,"Rp 1,18 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-5-oleh-andri-16900876
9723,"Dijual Rumah Jl. Tampomas, Halimun","Tampomas, Lengkong, Bandung, Jawa Barat",6,3,500 m²,Rp 32.000.000 per m²,Rp 20 M,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-jl-tampomas-halimun-oleh-andri-16900918
9724,Dijual Rumah Jl. Suryani,"Suryani, Bandung Kulon, Bandung, Jawa Barat",7,3,500 m²,Rp 9.326.425 per m²,"Rp 3,6 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-jl-suryani-oleh-andri-16900947
9725,"Sewa Rumah Jl. Setraria, Bandung","Setraria, Sukajadi, Bandung, Jawa Barat",5,2,1000 m²,Rp 409.091 per m²,Rp 225 jt,,https://www.rumah.com/listing-properti/dijual-sewa-rumah-jl-setraria-bandung-oleh-merie-16873301
9726,Disewakan Rumah Jl. Moch. Ramdan,"moch.ramdan, Moch.Ramdhan, Bandung, Jawa Barat",8,4,300 m²,Rp 740.741 per m²,Rp 200 jt,,https://www.rumah.com/listing-properti/dijual-disewakan-rumah-jl-moch-ramdan-oleh-merie-16873256
9727,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4,3,122 m²,Rp 15.196.078 per m²,"Rp 3,1 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-merie-16842934
9728,Dijual Rumah di Antapani,"Kalijati, Antapani, Bandung, Jawa Barat",5,3,256 m²,Rp 9.615.385 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-antapani-oleh-merie-16842857
9729,Rumah keren belakang sekolah Trimulya,"Djunjunan dalam, Pasteur, Bandung, Jawa Barat",3,2,170 m²,Rp 15.405.405 per m²,"Rp 2,849999872 M",,https://www.rumah.com/listing-properti/dijual-rumah-keren-belakang-sekolah-trimulya-oleh-steven-susilo-16880402
9730,RUMAH,"Cikutra, Cikutra, Bandung, Jawa Barat",4,3,125 m²,Rp 13.888.889 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-susan-16920807
9731,"Dijual Rumah baru posisi Hoek, Jl. Taman Kopo Indah 3","Margaasih, Bandung, Jawa Barat",5,4,300 m²,Rp 13.133.641 per m²,"Rp 2,85 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-posisi-hoek-jl-taman-kopo-indah-3-oleh-ruby-16181596
9732,Rumah Besar Cocok Buat Kantor,"Jl Margahayu, Margahayu, Bandung, Jawa Barat",3,1,165 m²,Rp 4.571.429 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-rumah-besar-cocok-buat-kantor-oleh-irwan-ruhaendi-16893663
9733,Rumah Murah di dalam Komplek,"Antapani, Antapani, Bandung, Jawa Barat",3,2,65 m²,Rp 6.971.154 per m²,Rp 725 jt,,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-dalam-komplek-oleh-irwan-ruhaendi-16971628
9734,dijual rumah cipamokolan,"cipamokolan, Rancasari, Bandung, Jawa Barat",2,2,120 m²,Rp 8.227.848 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cipamokolan-oleh-solehudin-16165340
9735,Cisaranten bina harapan,"Cisaranten bina harapan, Arcamanik, Bandung, Jawa Barat",2,1,87 m²,Rp 6.565.657 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-cisaranten-bina-harapan-oleh-phan-aming-16956086
9736,Dijual Rumah di Setraduta Axia Blok Dago Bandung,"Setra Duta, Bandung, Jawa Barat",3,2,280 m²,Rp 31.034.483 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-setraduta-axia-blok-dago-bandung-oleh-trimulyani-sanjaya-17253822
9737,Rumah nyaman di kota baru parahyangan murah,"Jl. Gurugantungan, Kota Baru Parahyangan, Bandung, Jawa Barat",4,1,85 m²,Rp 10.092.593 per m²,"Rp 1,09 M",,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-di-kota-baru-parahyangan-murah-oleh-susi-aryanti-17253787
9738,rumah kost,"dago, Dago, Bandung, Jawa Barat",10,4,200 m²,Rp 10.625.000 per m²,"Rp 1,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-kost-oleh-asep-saepudin-17253769
9739,Dijual Rumah Cluster Dayana Summarecon Bandung,"Gedebage, Bandung, Jawa Barat",2,2,54 m²,Rp 16.666.667 per m²,"Rp 1,1 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cluster-dayana-summarecon-bandung-oleh-trimulyani-sanjaya-17253752
9740,Dijual Rumah di Setraduta Axia Blok Dago Bandung,"Setra Duta, Bandung, Jawa Barat",3,2,280 m²,Rp 31.034.483 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-setraduta-axia-blok-dago-bandung-oleh-renaldo-giovanni-17253698
9741,Dijual Rumah Mungil Murah di Kopo Bandung,"KOMPLEK PERMATA KOPO, Kopo, Bandung, Jawa Barat",2,1,60 m²,Rp 5.303.030 per m²,Rp 350 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mungil-murah-di-kopo-bandung-oleh-angela-herlantini-14533001
9742,Istana Mekar Wangi Ruko Mekar Puspita,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,90 m²,Rp 17.307.692 per m²,"Rp 1,125 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-ruko-mekar-puspita-oleh-angela-herlantini-16266420
9743,Istana Mekar Wangi Ruko Mekar Puspita,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,90 m²,Rp 16.985.294 per m²,"Rp 1,155 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-ruko-mekar-puspita-oleh-angela-herlantini-16266427
9744,Istana Mekar Wangi Ruko Mekar Puspita,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,106 m²,Rp 17.602.740 per m²,"Rp 1,285 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-ruko-mekar-puspita-oleh-angela-herlantini-16266434
9745,Istana Mekar Wangi Ruko Mekar Puspita,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,98 m²,Rp 17.463.768 per m²,"Rp 1,205 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-ruko-mekar-puspita-oleh-angela-herlantini-16266430
9746,Istana Mekar Wangi Ruko Mekar Puspita,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,118 m²,Rp 17.784.810 per m²,"Rp 1,405 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-ruko-mekar-puspita-oleh-angela-herlantini-16266436
9747,Istana Mekar Wangi Taman Mekar Utama,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",3,2,105 m²,Rp 21.333.333 per m²,"Rp 1,6 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-taman-mekar-utama-oleh-angela-herlantini-16270000
9748,Rumah Sayap Pajajaran,"Jl. Kresna Dalam, Pajajaran, Bandung, Jawa Barat",4,2,140 m²,Rp 11.111.111 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-rumah-sayap-pajajaran-oleh-angela-herlantini-16270187
9749,Taman Holis Indah Ruko,". Jl. Holis, Margaasih, Bandung, Jawa Barat",3,2,110 m²,Rp 9.687.500 per m²,"Rp 1,55 M",,https://www.rumah.com/listing-properti/dijual-taman-holis-indah-ruko-oleh-angela-herlantini-16270588
9750,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",3,2,150 m²,Rp 13.725.490 per m²,"Rp 2,1 M",,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-angela-herlantini-16290435
9751,Mekar Wangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",3,2,250 m²,Rp 14.906.832 per m²,"Rp 4,8 M",,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-angela-herlantini-16290722
9752,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",4,3,345 m²,Rp 15.416.667 per m²,"Rp 3,7 M",,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-angela-herlantini-16290775
9753,Batununggal Indah Cluster Asri,"Jl. Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4,3,160 m²,Rp 20.833.333 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-cluster-asri-oleh-angela-herlantini-16292438
9754,Batununggal Indah Cluster Abadi,". JL. Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4,3,195 m²,Rp 20.666.667 per m²,"Rp 3,1 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-cluster-abadi-oleh-angela-herlantini-16292450
9755,Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",4,3,170 m²,Rp 16.250.000 per m²,"Rp 2,925 M",,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-angela-herlantini-16292446
9756,Istana Mekar Wangi,"Jl Jl. Mekar Sari, Mekarwangi, Bojong Loa Kidul, Mekar Wangi, Bandung, Jawa Barat",2,2,100 m²,Rp 13.750.000 per m²,"Rp 1,65 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-oleh-angela-herlantini-16298320
9757,Rumah Sindang Sirna,"jl Sindang Sirna, Sukajadi, Bandung, Jawa Barat",3,2,223 m²,Rp 21.019.108 per m²,"Rp 3,3 M",,https://www.rumah.com/listing-properti/dijual-rumah-sindang-sirna-oleh-angela-herlantini-16329191
9758,Rumah Baru Minimalis di Sindang Sirna,"Jl Sindang Sirna, Sukajadi, Bandung, Jawa Barat",3,2,212 m²,Rp 20.833.333 per m²,"Rp 3,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-baru-minimalis-di-sindang-sirna-oleh-angela-herlantini-16329164
9759,Rumah Mewah di Lengkong Tengah,"Jl Lengkong Tengah, Lengkong, Bandung, Jawa Barat",4,4,412 m²,Rp 27.812.500 per m²,"Rp 8,9 M",,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-lengkong-tengah-oleh-angela-herlantini-16330673
9760,Rumah Mewah di Lengkong Tengah,"Jl Lengkong Tengah, Lengkong, Bandung, Jawa Barat",4,4,412 m²,Rp 28.295.820 per m²,"Rp 8,8 M",,https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-lengkong-tengah-oleh-angela-herlantini-16330683
9761,Taman Kopo Indah 1,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,1,65 m²,Rp 8.673.469 per m²,Rp 850 jt,,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-1-oleh-angela-herlantini-16330802
9762,Singgasana Pradana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",5,3,400 m²,Rp 20.599.251 per m²,"Rp 5,5 M",,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-angela-herlantini-16335714
9763,Taman Kopo Indah 2,". Jl Raya Kopo, Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",4,2,350 m²,Rp 10.208.333 per m²,"Rp 2,45 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-2-oleh-angela-herlantini-16344901
9764,Rumah Di Ciganitry Regency,"Buahbatu, Bandung, Jawa Barat",4,3,180 m²,Rp 7.407.407 per m²,Rp 1 M,,https://www.rumah.com/listing-properti/dijual-rumah-di-ciganitry-regency-oleh-angela-herlantini-16359008
9765,Istana Mekar Wangi Taman Mekar Utama,". Jl. Moh. Toha, Mekar Wangi, Bandung, Jawa Barat",4,3,152 m²,Rp 14.102.564 per m²,"Rp 2,2 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-taman-mekar-utama-oleh-angela-herlantini-16359540
9766,Istana Muara,"Jl Muara Baru, Bojongloa Kaler, Bandung, Jawa Barat",3,2,135 m²,Rp 13.888.889 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-istana-muara-oleh-angela-herlantini-16374312
9767,Rumah Gedebage,"jl Gedebage, Gedebage, Bandung, Jawa Barat",5,3,230 m²,Rp 10.129.310 per m²,"Rp 4,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-gedebage-oleh-angela-herlantini-16374314
9768,Greenland Ciwaruga,"Jl Ciwaruga Raya, Parompong, Bandung Kulon, Bandung Kulon, Bandung, Jawa Barat",4,3,101 m²,Rp 5.852.941 per m²,Rp 995 jt,,https://www.rumah.com/listing-properti/dijual-greenland-ciwaruga-oleh-cika-17242501
9769,buahbatu,"jalan buahbatu, Buahbatu, Bandung, Jawa Barat",9,4,350 m²,Rp 27.380.952 per m²,"Rp 11,5 M",,https://www.rumah.com/listing-properti/dijual-buahbatu-oleh-rakhmat-khoiruddin-16975741
9770,pasteur,"jalan pasteur, Pasteur, Bandung, Jawa Barat",4,4,280 m²,Rp 33.707.865 per m²,Rp 6 M,,https://www.rumah.com/listing-properti/dijual-pasteur-oleh-rakhmat-khoiruddin-16975579
9771,cipedes,"Pasteur, Bandung, Jawa Barat",10,6,600 m²,Rp 7.073.171 per m²,"Rp 2,9 M",,https://www.rumah.com/listing-properti/dijual-cipedes-oleh-rakhmat-khoiruddin-16122733
9772,Jarang ada Rumah Luas dkt Grand Sharon & Bypass Harga Nego sampai Jadi ! !!,"Nuansa Mas, Rancasari, Bandung, Jawa Barat",4,3,250 m²,Rp 6.403.226 per m²,"Rp 1,985 M",,https://www.rumah.com/listing-properti/dijual-jarang-ada-rumah-luas-dkt-grand-sharon-bypass-harga-nego-sampai-jadi-oleh-helgy-sundara-17156549
9773,DIJUAL RUMAH CANTIK DAN ASRI DI CIGANITRI SANGAT MURAH,"ciganitri, Buahbatu, Bandung, Jawa Barat",3,2,84 m²,Rp 7.638.889 per m²,Rp 550 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-dan-asri-di-ciganitri-sangat-murah-oleh-hassah-17231804
9774,Rumah Siap Huni dan Strategis Di Arcamanik,"Arcamanik, Arcamanik, Bandung, Jawa Barat",2,1,36 m²,Rp 8.250.000 per m²,Rp 495 jt,,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dan-strategis-di-arcamanik-oleh-hassah-17253329
9775,Rumah dua lantai bisa buat ruang usaha Cihanjuang,"Cibaligo, Cimindi, Bandung, Jawa Barat",1,1,96 m²,Rp 11.458.333 per m²,Rp 550 jt,,https://www.rumah.com/listing-properti/dijual-rumah-dua-lantai-bisa-buat-ruang-usaha-cihanjuang-oleh-dwi-ningsih-17253314
9776,Taman Kopo Indah 5,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,3,160 m²,Rp 18.627.451 per m²,"Rp 1,9 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-5-oleh-deni-wahyu-15987079
9777,"3 Bedrooms House Pasir Koja, Bandung, Jawa Barat","Pasir Koja, Bandung, Jawa Barat",3,2,100 m²,Rp 13.274.336 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-3-bedrooms-house-pasir-koja-bandung-jawa-barat-oleh-heny-tiktik-15128387
9778,Taman Kopo Indah 2,". Jl Raya Kopo, Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,1,90 m²,Rp 82.589.286 per m²,"Rp 9,25 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-2-oleh-deni-wahyu-16088108
9779,Rumah Buah Batu,"Bandung Tengah, Bandung, Jawa Barat",4,5,199 m²,Rp 9.615.385 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-rumah-buah-batu-oleh-deni-wahyu-16176393
9780,"3 Bedrooms House Baleendah, Bandung, Jawa Barat","Baleendah, Bandung, Jawa Barat",3,1,160 m²,Rp 6.666.667 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-3-bedrooms-house-baleendah-bandung-jawa-barat-oleh-deni-wahyu-16089774
9781,dijual cepat Rumah Bagus di Cluster Arcamanik bandung,"arcamanik, Antapani, Bandung, Jawa Barat",3,2,100 m²,Rp 6.633.333 per m²,Rp 995 jt,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-bagus-di-cluster-arcamanik-bandung-oleh-dewi-yani-17213453
9782,Dijual cepat Rumah murah di Puri dago antapani bandung,"puri dago, Antapani, Bandung, Jawa Barat",3,2,85 m²,Rp 9.212.963 per m²,Rp 995 jt,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-murah-di-puri-dago-antapani-bandung-oleh-dewi-yani-17213415
9783,riung bandung,"riung bandung, Rancasari, Bandung, Jawa Barat",3,1,80 m²,Rp 5.833.333 per m²,Rp 385 jt,,https://www.rumah.com/listing-properti/dijual-riung-bandung-oleh-dewi-yani-16998419
9784,"Margahayu, sukarno hatta","Margahayu, sukarno hatta, Margahayu, Bandung, Jawa Barat",2,1,66 m²,Rp 7.727.273 per m²,Rp 595 jt,,https://www.rumah.com/listing-properti/dijual-margahayu-sukarno-hatta-oleh-dewi-yani-16998123
9785,"Rumah Sayap Riau, Bandung","Sabang, Riau Re Martadinata, Bandung, Jawa Barat",5,5,160 m²,Rp 32.828.283 per m²,"Rp 6,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-sayap-riau-bandung-oleh-sylvia-17253053
9786,Dijual Rumah Baru 3 Kamar Dibandung,"Arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,60 m²,Rp 5.625.000 per m²,Rp 675 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-3-kamar-dibandung-oleh-solehudin-16738284
9787,Rumah,"ciwastra, Ciwastra, Bandung, Jawa Barat",4,2,100 m²,Rp 4.960.317 per m²,Rp 625 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-solehudin-15523130
9788,"166. RUMAH SIAP HUNI 2 LANTAI DI KOMP. ANTABARU ENDAH, BUAH BATU BANDUNG","Antabaru Endah Buah Batu, Buahbatu, Bandung, Jawa Barat",8,5,300 m²,Rp 10.989.011 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-166-rumah-siap-huni-2-lantai-di-komp-antabaru-endah-buah-batu-bandung-oleh-ragil-16953933
9789,"154. RUMAH BARU DI CISITU INDAH, DAGO - BANDUNG UTARA (TAO)","Cisitu, Dago, Bandung, Jawa Barat",4,4,250 m²,Rp 16.796.875 per m²,"Rp 4,3 M",,https://www.rumah.com/listing-properti/dijual-154-rumah-baru-di-cisitu-indah-dago-bandung-utara-tao-oleh-ragil-14446673
9790,"163. RUMAH MEGAH DI SAYAP CIPAGANTI, PASTEUR SUKAJADI","Pasteur, Pasteur, Bandung, Jawa Barat",5,4,1100 m²,Rp 52.816.901 per m²,Rp 30 M,,https://www.rumah.com/listing-properti/dijual-163-rumah-megah-di-sayap-cipaganti-pasteur-sukajadi-oleh-ragil-16924159
9791,Rumah di Terusan Sutami Bandung,"Terusan Sutami, Setrasari, Bandung, Jawa Barat",3,4,180 m²,Rp 10.909.091 per m²,"Rp 1,8 M",,https://www.rumah.com/listing-properti/dijual-rumah-di-terusan-sutami-bandung-oleh-jeffrey-christopher-17252875
9792,"Rumah Setra Duta Axia, Dago Bandung","Dago, Bandung, Jawa Barat",3,2,280 m²,Rp 31.034.483 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-setra-duta-axia-dago-bandung-oleh-sylvia-16537271
9793,Dijual Rumah 2 Lantai dalam Cluster Ready Stok di Ciwaruga dekat Gegerkalong Setiabudi,"Ciwaruga, Sarijadi, Bandung, Jawa Barat",3,1,70 m²,Rp 11.684.211 per m²,Rp 888 jt,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-dalam-cluster-ready-stok-di-ciwaruga-dekat-gegerkalong-setiabudi-oleh-tri-kurniawan-17221015
9794,"5 Bedrooms House Bojongloa Kidul, Bandung, Jawa Barat","Bojongloa Kidul, Bandung, Jawa Barat",5,3,290 m²,Rp 10.153.257 per m²,"Rp 2,65 M",,https://www.rumah.com/listing-properti/dijual-5-bedrooms-house-bojongloa-kidul-bandung-jawa-barat-oleh-erni-minarni-lukman-16175416
9795,"2 Bedrooms House Soreang, Bandung, Jawa Barat","Soreang, Bandung, Jawa Barat",2,1,45 m²,Rp 5.227.273 per m²,Rp 575 jt,,https://www.rumah.com/listing-properti/dijual-2-bedrooms-house-soreang-bandung-jawa-barat-oleh-erni-minarni-lukman-15987300
9796,Kopo Permai 2,". Jl. Raya Cibaduyut, Kopo, Bandung, Jawa Barat",4,2,156 m²,Rp 6.445.312 per m²,"Rp 1,65 M",,https://www.rumah.com/listing-properti/dijual-kopo-permai-2-oleh-erni-minarni-lukman-15981888
9797,"5 Bedrooms House Babakan Ciparay, Bandung, Jawa Barat","Babakan Ciparay, Bandung, Jawa Barat",5,4,250 m²,Rp 15.000.000 per m²,"Rp 2,7 M",,https://www.rumah.com/listing-properti/dijual-5-bedrooms-house-babakan-ciparay-bandung-jawa-barat-oleh-erni-minarni-lukman-15981821
9798,Taman Kopo Indah 2,". Jl Raya Kopo, Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,1,70 m²,Rp 9.888.889 per m²,Rp 890 jt,,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-2-oleh-erni-minarni-lukman-16093209
9799,Taman Kopo Indah 5,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",2,2,70 m²,Rp 10.784.314 per m²,"Rp 1,1 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-5-oleh-erni-minarni-lukman-15986470
9800,Kopo Permai,". Jl. Raya Cibaduyut, Kopo, Bandung, Jawa Barat",5,5,250 m²,Rp 10.489.510 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-kopo-permai-oleh-erni-minarni-lukman-15981657
9801,Kopo Permai 3,". Jl. Raya Cibaduyut, Kopo, Bandung, Jawa Barat",3,3,150 m²,Rp 8.125.000 per m²,"Rp 1,3 M",,https://www.rumah.com/listing-properti/dijual-kopo-permai-3-oleh-erni-minarni-lukman-15981392
